Accession,Release_Date,Species,Family,Length,Nuc_Completeness,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title,Species_code
MT262906,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29882,complete,"Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J., Tong,S.",,USA: WA,Homo sapiens,,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH12/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT262907,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29882,complete,"Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J., Tong,S.",,USA: WA,Homo sapiens,,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH14/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT262908,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29882,complete,"Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J., Tong,S.",,USA: WA,Homo sapiens,,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH17/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT262909,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29882,complete,"Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J., Tong,S.",,USA: WA,Homo sapiens,,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH18/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT262910,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29882,complete,"Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J., Tong,S.",,USA: WA,Homo sapiens,,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH19/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT262911,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29882,complete,"Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J., Tong,S.",,USA: WA,Homo sapiens,,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH20/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT262912,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29882,complete,"Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J., Tong,S.",,USA: WA,Homo sapiens,,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH21/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT262913,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29882,complete,"Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J., Tong,S.",,USA: WA,Homo sapiens,,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH22/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT262914,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29882,complete,"Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J., Tong,S.",,USA: WA,Homo sapiens,,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH24/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT262915,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29882,complete,"Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J., Tong,S.",,USA: WA,Homo sapiens,,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH13/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT262916,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29882,complete,"Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J., Tong,S.",,USA: WA,Homo sapiens,,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH23/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT262993,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29836,complete,"Zainab,T., Shamshad,S., Noureen,A., Malik,A., Asad,M.J., Rizvi,K.A.",,Pakistan: KPK,Homo sapiens,oronasopharynx,2020-03-12,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-Cov-2/human/PAK/Manga1/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT263074,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29856,complete,"Padilla-Rojas,C.P., Lope-Pari,P.N., Vega-Chozo,K., Balbuena-Torres,J., Caceres-Rey,O.A., Bailon-Calderon,H., Huaringa-Nunez,M., Rojas-Serrano,N.",,Peru,Homo sapiens,,2020-03-10,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PER/Peru-10/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT263381,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29910,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW298/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT263382,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29900,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW299/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT263383,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29797,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW300/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT263384,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29793,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW301/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT263385,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29610,partial,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW302/2020, partial genome",Severe acute respiratory syndrome-related coronavirus
MT263386,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29808,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: CT,Homo sapiens,,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-UW303/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT263387,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29852,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW304/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT263388,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29740,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW305/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT263389,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29454,partial,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW306/2020, partial genome",Severe acute respiratory syndrome-related coronavirus
MT263390,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29761,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW307/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT263391,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29911,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW308/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT263392,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29843,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW310/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT263393,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29529,partial,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW312/2020, partial genome",Severe acute respiratory syndrome-related coronavirus
MT263394,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29697,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW313/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT263395,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29904,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW314/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT263396,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29903,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW315/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT263397,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29601,partial,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW316/2020, partial genome",Severe acute respiratory syndrome-related coronavirus
MT263398,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29884,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW317/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT263399,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29886,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW319/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT263400,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29841,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW320/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT263401,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29473,partial,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-15,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW321/2020, partial genome",Severe acute respiratory syndrome-related coronavirus
MT263402,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29844,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW322/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT263403,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29878,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW323/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT263404,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29866,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW324/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT263405,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29834,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW325/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT263406,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29887,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: MN,Homo sapiens,,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-UW326/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT263407,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29575,partial,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: CT,Homo sapiens,,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-UW327/2020, partial genome",Severe acute respiratory syndrome-related coronavirus
MT263408,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29810,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW328/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT263409,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29443,partial,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW379/2020, partial genome",Severe acute respiratory syndrome-related coronavirus
MT263410,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29871,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW330/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT263411,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29866,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: CT,Homo sapiens,,2020-03-14,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-UW331/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT263412,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29829,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW332/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT263413,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29862,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW333/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT263414,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29830,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW334/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT263415,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29840,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: MN,Homo sapiens,,2020-03-13,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MN-UW335/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT263416,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29815,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW336/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT263417,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29871,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW337/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT263418,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29876,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW338/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT263419,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29853,complete,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-16,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW339/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
