Accession,Release_Date,Species,Family,Length,Nuc_Completeness,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,Collection_Date_code,GenBank_Title,Species_code
KU851862,2016-06-27T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30096,complete,"Assiri,A.M., Biggs,H.M., Abedi,G.R., Saeed,A.B., Abdalla,O., Mohammed,M., Algarni,H.S., Alhakeem,R.F., Lu,X., Almasri,M.M., Alomar,I.A., Alsharef,A.A., Nooh,R., Erdman,D.D., Gerber,S.I., Watson,J.T.",,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",8/24/15,2015-08-24,"Middle East respiratory syndrome coronavirus isolate Hu/Riyadh-KSA-16117/2015, complete genome",Middle East respiratory syndrome-related coronavirus
KU851864,2016-06-27T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30096,complete,"Assiri,A.M., Biggs,H.M., Abedi,G.R., Saeed,A.B., Abdalla,O., Mohammed,M., Algarni,H.S., Alhakeem,R.F., Lu,X., Almasri,M.M., Alomar,I.A., Alsharef,A.A., Nooh,R., Erdman,D.D., Gerber,S.I., Watson,J.T.",,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",8/24/15,2015-08-24,"Middle East respiratory syndrome coronavirus isolate Hu/Riyadh-KSA-16098/2015, complete genome",Middle East respiratory syndrome-related coronavirus
MF000457,2018-10-15T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30001,complete,"Paden,C.R., Tamin,A., AL-Abdallat,M.M., Haddadin,A., Al-sanouri,T., Queen,K., Li,Y., Zhang,J., Payne,D.C., Tong,S.",,Jordan,Homo sapiens,oronasopharynx,8/25/15,2015-08-25,"Middle East respiratory syndrome-related coronavirus isolate Hu/Amman-Jordan-12641/2015, complete genome",Middle East respiratory syndrome-related coronavirus
MF741825,2018-08-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30048,partial,"Payne,D.C., Biggs,H.M., Al-Abdallat,M.M., Alqasrawi,S., Lu,X., Abedi,G.R., Haddadin,A., Iblan,I., Al-Sanouri,T., Al Nsour,M., Ali,S.S., Rha,B., Trivedi,S.U., Rasheed,M., Tamin,A., Lamers,M.M., Haagmans,B.L., Erdman,D.D., Thornburg,N., Gerber,S.I., Alsanouri,T.",,Jordan,Homo sapiens,"lung, oronasopharynx",8/25/15,2015-08-25,"Middle East respiratory syndrome-related coronavirus strain Hu/Jordan-12641/2015, partial genome",Middle East respiratory syndrome-related coronavirus
MF741826,2018-08-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30048,partial,"Payne,D.C., Biggs,H.M., Al-Abdallat,M.M., Alqasrawi,S., Lu,X., Abedi,G.R., Haddadin,A., Iblan,I., Al-Sanouri,T., Al Nsour,M., Ali,S.S., Rha,B., Trivedi,S.U., Rasheed,M., Tamin,A., Lamers,M.M., Haagmans,B.L., Erdman,D.D., Thornburg,N., Gerber,S.I., Alsanouri,T.",,Jordan,Homo sapiens,"lung, oronasopharynx",8/25/15,2015-08-25,"Middle East respiratory syndrome-related coronavirus strain Hu/Jordan-12642/2015, partial genome",Middle East respiratory syndrome-related coronavirus
MH029552,2019-03-06T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30123,complete,"Li,Y., Al-Abdely,H.M., Tamin,A., Queen,K., Thornburg,N., Tong,S.",,Saudi Arabia,Homo sapiens,oronasopharynx,8/26/15,2015-08-26,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-008D3N/2015, complete genome",Middle East respiratory syndrome-related coronavirus
MG757598,2019-01-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30096,complete,"Al-Abdely,H.M., Midgley,C.M., Alkhamis,A.M., Abedi,G.R., Lu,X., Binder,A.M., Alanazi,K., Banjar,W., Abdalla,O., Dahl,R.M., Mohammed,M., Tamin,A., Algarni,H.S., Sakthivel,S.K., Algwizani,A., Bafaqeeh,F., Alzahrani,A., Curns,A.T., Alsharef,A.A., Alhakeem,R.F., Thornburg,N.J., Jokhdar,H., Ghazal,S.S., Erdman,D.D., Assiri,A.M., Watson,J.T., Gerber,S.I.",,Saudi Arabia,Homo sapiens,oronasopharynx,8/26/15,2015-08-26,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-008D3N/2015, complete genome",Middle East respiratory syndrome-related coronavirus
MG757599,2019-01-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30096,complete,"Al-Abdely,H.M., Midgley,C.M., Alkhamis,A.M., Abedi,G.R., Lu,X., Binder,A.M., Alanazi,K., Banjar,W., Abdalla,O., Dahl,R.M., Mohammed,M., Tamin,A., Algarni,H.S., Sakthivel,S.K., Algwizani,A., Bafaqeeh,F., Alzahrani,A., Curns,A.T., Alsharef,A.A., Alhakeem,R.F., Thornburg,N.J., Jokhdar,H., Ghazal,S.S., Erdman,D.D., Assiri,A.M., Watson,J.T., Gerber,S.I.",,Saudi Arabia,Homo sapiens,oronasopharynx,8/26/15,2015-08-26,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-009D1N/2015, complete genome",Middle East respiratory syndrome-related coronavirus
MF741827,2018-08-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,29322,partial,"Payne,D.C., Biggs,H.M., Al-Abdallat,M.M., Alqasrawi,S., Lu,X., Abedi,G.R., Haddadin,A., Iblan,I., Al-Sanouri,T., Al Nsour,M., Ali,S.S., Rha,B., Trivedi,S.U., Rasheed,M., Tamin,A., Lamers,M.M., Haagmans,B.L., Erdman,D.D., Thornburg,N., Gerber,S.I., Alsanouri,T.",,Jordan,Homo sapiens,"lung, oronasopharynx",8/26/15,2015-08-26,"Middle East respiratory syndrome-related coronavirus strain Hu/Jordan-12662/2015, partial genome",Middle East respiratory syndrome-related coronavirus
MF741828,2018-08-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30048,partial,"Payne,D.C., Biggs,H.M., Al-Abdallat,M.M., Alqasrawi,S., Lu,X., Abedi,G.R., Haddadin,A., Iblan,I., Al-Sanouri,T., Al Nsour,M., Ali,S.S., Rha,B., Trivedi,S.U., Rasheed,M., Tamin,A., Lamers,M.M., Haagmans,B.L., Erdman,D.D., Thornburg,N., Gerber,S.I., Alsanouri,T.",,Jordan,Homo sapiens,"lung, oronasopharynx",8/27/15,2015-08-27,"Middle East respiratory syndrome-related coronavirus strain Hu/Jordan-12688/2015, partial genome",Middle East respiratory syndrome-related coronavirus
KU851863,2016-06-27T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30096,complete,"Assiri,A.M., Biggs,H.M., Abedi,G.R., Saeed,A.B., Abdalla,O., Mohammed,M., Algarni,H.S., Alhakeem,R.F., Lu,X., Almasri,M.M., Alomar,I.A., Alsharef,A.A., Nooh,R., Erdman,D.D., Gerber,S.I., Watson,J.T.",,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",8/27/15,2015-08-27,"Middle East respiratory syndrome coronavirus isolate Hu/Riyadh-KSA-16077/2015, complete genome",Middle East respiratory syndrome-related coronavirus
MF000460,2018-10-15T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30045,complete,"Paden,C.R., Tamin,A., AL-Abdallat,M.M., Haddadin,A., Al-sanouri,T., Queen,K., Li,Y., Zhang,J., Payne,D.C., Tong,S.",,Jordan,Homo sapiens,oronasopharynx,8/30/15,2015-08-30,"Middle East respiratory syndrome-related coronavirus isolate Hu/Amman-Jordan-12716/2015, complete genome",Middle East respiratory syndrome-related coronavirus
MF741829,2018-08-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30048,partial,"Payne,D.C., Biggs,H.M., Al-Abdallat,M.M., Alqasrawi,S., Lu,X., Abedi,G.R., Haddadin,A., Iblan,I., Al-Sanouri,T., Al Nsour,M., Ali,S.S., Rha,B., Trivedi,S.U., Rasheed,M., Tamin,A., Lamers,M.M., Haagmans,B.L., Erdman,D.D., Thornburg,N., Gerber,S.I., Alsanouri,T.",,Jordan,Homo sapiens,"lung, oronasopharynx",8/30/15,2015-08-30,"Middle East respiratory syndrome-related coronavirus strain Hu/Jordan-12716/2015, partial genome",Middle East respiratory syndrome-related coronavirus
MF741830,2018-08-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30048,partial,"Payne,D.C., Biggs,H.M., Al-Abdallat,M.M., Alqasrawi,S., Lu,X., Abedi,G.R., Haddadin,A., Iblan,I., Al-Sanouri,T., Al Nsour,M., Ali,S.S., Rha,B., Trivedi,S.U., Rasheed,M., Tamin,A., Lamers,M.M., Haagmans,B.L., Erdman,D.D., Thornburg,N., Gerber,S.I., Alsanouri,T.",,Jordan,Homo sapiens,"lung, oronasopharynx",8/31/15,2015-08-31,"Middle East respiratory syndrome-related coronavirus strain Hu/Jordan-12764/2015, partial genome",Middle East respiratory syndrome-related coronavirus
MG757600,2019-01-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30096,complete,"Al-Abdely,H.M., Midgley,C.M., Alkhamis,A.M., Abedi,G.R., Lu,X., Binder,A.M., Alanazi,K., Banjar,W., Abdalla,O., Dahl,R.M., Mohammed,M., Tamin,A., Algarni,H.S., Sakthivel,S.K., Algwizani,A., Bafaqeeh,F., Alzahrani,A., Curns,A.T., Alsharef,A.A., Alhakeem,R.F., Thornburg,N.J., Jokhdar,H., Ghazal,S.S., Erdman,D.D., Assiri,A.M., Watson,J.T., Gerber,S.I.",,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",9/1/15,2015-09-01,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-012D1S/2015, complete genome",Middle East respiratory syndrome-related coronavirus
MG757601,2019-01-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30096,complete,"Al-Abdely,H.M., Midgley,C.M., Alkhamis,A.M., Abedi,G.R., Lu,X., Binder,A.M., Alanazi,K., Banjar,W., Abdalla,O., Dahl,R.M., Mohammed,M., Tamin,A., Algarni,H.S., Sakthivel,S.K., Algwizani,A., Bafaqeeh,F., Alzahrani,A., Curns,A.T., Alsharef,A.A., Alhakeem,R.F., Thornburg,N.J., Jokhdar,H., Ghazal,S.S., Erdman,D.D., Assiri,A.M., Watson,J.T., Gerber,S.I.",,Saudi Arabia,Homo sapiens,oronasopharynx,9/1/15,2015-09-01,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-014D1N/2015, complete genome",Middle East respiratory syndrome-related coronavirus
MG757602,2019-01-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30096,complete,"Al-Abdely,H.M., Midgley,C.M., Alkhamis,A.M., Abedi,G.R., Lu,X., Binder,A.M., Alanazi,K., Banjar,W., Abdalla,O., Dahl,R.M., Mohammed,M., Tamin,A., Algarni,H.S., Sakthivel,S.K., Algwizani,A., Bafaqeeh,F., Alzahrani,A., Curns,A.T., Alsharef,A.A., Alhakeem,R.F., Thornburg,N.J., Jokhdar,H., Ghazal,S.S., Erdman,D.D., Assiri,A.M., Watson,J.T., Gerber,S.I.",,Saudi Arabia,Homo sapiens,blood,9/1/15,2015-09-01,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-015D1P/2015, complete genome",Middle East respiratory syndrome-related coronavirus
MF741831,2018-08-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30048,partial,"Payne,D.C., Biggs,H.M., Al-Abdallat,M.M., Alqasrawi,S., Lu,X., Abedi,G.R., Haddadin,A., Iblan,I., Al-Sanouri,T., Al Nsour,M., Ali,S.S., Rha,B., Trivedi,S.U., Rasheed,M., Tamin,A., Lamers,M.M., Haagmans,B.L., Erdman,D.D., Thornburg,N., Gerber,S.I., Alsanouri,T.",,Jordan,Homo sapiens,"lung, oronasopharynx",9/3/15,2015-09-03,"Middle East respiratory syndrome-related coronavirus strain Hu/Jordan-12856/2015, partial genome",Middle East respiratory syndrome-related coronavirus
MF000459,2018-10-15T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30018,complete,"Paden,C.R., Tamin,A., AL-Abdallat,M.M., Haddadin,A., Al-sanouri,T., Queen,K., Li,Y., Zhang,J., Payne,D.C., Tong,S.",,Jordan,Homo sapiens,"lung, oronasopharynx",9/7/15,2015-09-07,"Middle East respiratory syndrome-related coronavirus isolate Hu/Amman-Jordan-12918/2015, complete genome",Middle East respiratory syndrome-related coronavirus
MF741837,2018-08-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30039,partial,"Payne,D.C., Biggs,H.M., Al-Abdallat,M.M., Alqasrawi,S., Lu,X., Abedi,G.R., Haddadin,A., Iblan,I., Al-Sanouri,T., Al Nsour,M., Ali,S.S., Rha,B., Trivedi,S.U., Rasheed,M., Tamin,A., Lamers,M.M., Haagmans,B.L., Erdman,D.D., Thornburg,N., Gerber,S.I., Alsanouri,T.",,Jordan,Homo sapiens,"lung, oronasopharynx",9/7/15,2015-09-07,"Middle East respiratory syndrome-related coronavirus strain Hu/Jordan-12918/2015, partial genome",Middle East respiratory syndrome-related coronavirus
MF741832,2018-08-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,29322,partial,"Payne,D.C., Biggs,H.M., Al-Abdallat,M.M., Alqasrawi,S., Lu,X., Abedi,G.R., Haddadin,A., Iblan,I., Al-Sanouri,T., Al Nsour,M., Ali,S.S., Rha,B., Trivedi,S.U., Rasheed,M., Tamin,A., Lamers,M.M., Haagmans,B.L., Erdman,D.D., Thornburg,N., Gerber,S.I., Alsanouri,T.",,Jordan,Homo sapiens,"lung, oronasopharynx",9/9/15,2015-09-09,"Middle East respiratory syndrome-related coronavirus strain Hu/Jordan-12964/2015, partial genome",Middle East respiratory syndrome-related coronavirus
MN481979,2020-05-01T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,29918,partial,"Schroeder,S., Drosten,C., Corman,V.M., Muth,D., Muller,M.A.",,Saudi Arabia,Homo sapiens,,2015-09,2015-09-15,"Middle East respiratory syndrome-related coronavirus isolate Riyadh_1734_2015, partial genome",Middle East respiratory syndrome-related coronavirus
MN481980,2020-05-01T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,29918,partial,"Schroeder,S., Drosten,C., Corman,V.M., Muth,D., Muller,M.A.",,Saudi Arabia,Homo sapiens,,2015-09,2015-09-15,"Middle East respiratory syndrome-related coronavirus isolate Riyadh_1735_2015, partial genome",Middle East respiratory syndrome-related coronavirus
MN481981,2020-05-01T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,29918,partial,"Schroeder,S., Drosten,C., Corman,V.M., Muth,D., Muller,M.A.",,Saudi Arabia,Homo sapiens,,2015-09,2015-09-15,"Middle East respiratory syndrome-related coronavirus isolate Riyadh_1737_2015, partial genome",Middle East respiratory syndrome-related coronavirus
MF741833,2018-08-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30039,partial,"Payne,D.C., Biggs,H.M., Al-Abdallat,M.M., Alqasrawi,S., Lu,X., Abedi,G.R., Haddadin,A., Iblan,I., Al-Sanouri,T., Al Nsour,M., Ali,S.S., Rha,B., Trivedi,S.U., Rasheed,M., Tamin,A., Lamers,M.M., Haagmans,B.L., Erdman,D.D., Thornburg,N., Gerber,S.I., Alsanouri,T.",,Jordan,Homo sapiens,"lung, oronasopharynx",9/17/15,2015-09-17,"Middle East respiratory syndrome-related coronavirus strain Hu/Jordan-13025/2015, partial genome",Middle East respiratory syndrome-related coronavirus
MF741835,2018-08-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30039,partial,"Payne,D.C., Biggs,H.M., Al-Abdallat,M.M., Alqasrawi,S., Lu,X., Abedi,G.R., Haddadin,A., Iblan,I., Al-Sanouri,T., Al Nsour,M., Ali,S.S., Rha,B., Trivedi,S.U., Rasheed,M., Tamin,A., Lamers,M.M., Haagmans,B.L., Erdman,D.D., Thornburg,N., Gerber,S.I., Alsanouri,T.",,Jordan,Homo sapiens,"lung, oronasopharynx",9/17/15,2015-09-17,"Middle East respiratory syndrome-related coronavirus strain Hu/Jordan-13068/2015, partial genome",Middle East respiratory syndrome-related coronavirus
MG757603,2019-01-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30096,complete,"Al-Abdely,H.M., Midgley,C.M., Alkhamis,A.M., Abedi,G.R., Lu,X., Binder,A.M., Alanazi,K., Banjar,W., Abdalla,O., Dahl,R.M., Mohammed,M., Tamin,A., Algarni,H.S., Sakthivel,S.K., Algwizani,A., Bafaqeeh,F., Alzahrani,A., Curns,A.T., Alsharef,A.A., Alhakeem,R.F., Thornburg,N.J., Jokhdar,H., Ghazal,S.S., Erdman,D.D., Assiri,A.M., Watson,J.T., Gerber,S.I.",,Saudi Arabia,Homo sapiens,oronasopharynx,9/18/15,2015-09-18,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-031D1N/2015, complete genome",Middle East respiratory syndrome-related coronavirus
MF000458,2018-10-15T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30045,complete,"Paden,C.R., Tamin,A., AL-Abdallat,M.M., Haddadin,A., Al-sanouri,T., Queen,K., Li,Y., Zhang,J., Payne,D.C., Tong,S.",,Jordan,Homo sapiens,oronasopharynx,9/19/15,2015-09-19,"Middle East respiratory syndrome-related coronavirus isolate Hu/Amman-Jordan-13030/2015, complete genome",Middle East respiratory syndrome-related coronavirus
MF741834,2018-08-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30039,partial,"Payne,D.C., Biggs,H.M., Al-Abdallat,M.M., Alqasrawi,S., Lu,X., Abedi,G.R., Haddadin,A., Iblan,I., Al-Sanouri,T., Al Nsour,M., Ali,S.S., Rha,B., Trivedi,S.U., Rasheed,M., Tamin,A., Lamers,M.M., Haagmans,B.L., Erdman,D.D., Thornburg,N., Gerber,S.I., Alsanouri,T.",,Jordan,Homo sapiens,"lung, oronasopharynx",9/19/15,2015-09-19,"Middle East respiratory syndrome-related coronavirus strain Hu/Jordan-13030/2015, partial genome",Middle East respiratory syndrome-related coronavirus
MF741836,2018-08-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30039,partial,"Payne,D.C., Biggs,H.M., Al-Abdallat,M.M., Alqasrawi,S., Lu,X., Abedi,G.R., Haddadin,A., Iblan,I., Al-Sanouri,T., Al Nsour,M., Ali,S.S., Rha,B., Trivedi,S.U., Rasheed,M., Tamin,A., Lamers,M.M., Haagmans,B.L., Erdman,D.D., Thornburg,N., Gerber,S.I., Alsanouri,T.",,Jordan,Homo sapiens,"lung, oronasopharynx",9/22/15,2015-09-22,"Middle East respiratory syndrome-related coronavirus strain Hu/Jordan-13076/2015, partial genome",Middle East respiratory syndrome-related coronavirus
MG520075,2018-10-22T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30096,complete,"Al-Abdely,H.M., Midgley,C.M., Alkhamis,A.M., Abedi,G.R., Tamin,A., Binder,A.M., Alanazi,K., Lu,X., Abdalla,O., Sakthivel,S.K., Mohammed,M., Queen,K., Algarni,H.S., Li,Y., Trivedi,S., Algwizani,A., Alhakeem,R.F., Thornburg,N.J., Tong,S., Ghazal,S.S., Erdman,D.D., Assiri,A.M., Gerber,S.I., Watson,J.T.",30294617,Saudi Arabia,Homo sapiens,oronasopharynx,10/13/15,2015-10-13,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-023D1N/2015, complete genome",Middle East respiratory syndrome-related coronavirus
MG546330,2018-10-20T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30123,complete,"Al-Abdely,H.M., Midgley,C.M., Alkhamis,A.M., Abedi,G.R., Tamin,A., Binder,A.M., Alanazi,K., Lu,X., Abdalla,O., Sakthivel,S.K., Mohammed,M., Queen,K., Algarni,H.S., Li,Y., Trivedi,S., Algwizani,A., Alhakeem,R.F., Thornburg,N.J., Tong,S., Ghazal,S.S., Erdman,D.D., Assiri,A.M., Gerber,S.I., Watson,J.T., Thornburg,N.",30294617,Saudi Arabia,Homo sapiens,oronasopharynx,10/13/15,2015-10-13,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-023D1N/2015, complete genome",Middle East respiratory syndrome-related coronavirus
MG520076,2018-10-22T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30096,complete,"Al-Abdely,H.M., Midgley,C.M., Alkhamis,A.M., Abedi,G.R., Tamin,A., Binder,A.M., Alanazi,K., Lu,X., Abdalla,O., Sakthivel,S.K., Mohammed,M., Queen,K., Algarni,H.S., Li,Y., Trivedi,S., Algwizani,A., Alhakeem,R.F., Thornburg,N.J., Tong,S., Ghazal,S.S., Erdman,D.D., Assiri,A.M., Gerber,S.I., Watson,J.T.",30294617,Saudi Arabia,Homo sapiens,oronasopharynx,10/15/15,2015-10-15,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-023D3N/2015, complete genome",Middle East respiratory syndrome-related coronavirus
MG546331,2018-10-20T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30123,complete,"Al-Abdely,H.M., Midgley,C.M., Alkhamis,A.M., Abedi,G.R., Tamin,A., Binder,A.M., Alanazi,K., Lu,X., Abdalla,O., Sakthivel,S.K., Mohammed,M., Queen,K., Algarni,H.S., Li,Y., Trivedi,S., Algwizani,A., Alhakeem,R.F., Thornburg,N.J., Tong,S., Ghazal,S.S., Erdman,D.D., Assiri,A.M., Gerber,S.I., Watson,J.T., Thornburg,N.",30294617,Saudi Arabia,Homo sapiens,oronasopharynx,10/15/15,2015-10-15,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-023D3N/2015, complete genome",Middle East respiratory syndrome-related coronavirus
MG280944,2018-09-25T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,29813,partial,"Nassar,M.S., Bakhrebah,M.A., Al-Fageeh,M.A., Al Hufofi,A., Qasim,I., Al Doweriej,A., Siddiqui,Z., Balavenkatesh Mani,M., UdayaRaja,G.G., Pathan,A.",,Saudi Arabia,,,10/15/15,2015-10-15,"UNVERIFIED: Middle East respiratory syndrome-related coronavirus strain KASCTIGB1, partial genome",Middle East respiratory syndrome-related coronavirus
MG280945,2018-09-25T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,29827,partial,"Nassar,M.S., Bakhrebah,M.A., Al-Fageeh,M.A., Al Hufofi,A., Qasim,I., Al Doweriej,A., Siddiqui,Z., Balavenkatesh Mani,M., UdayaRaja,G.G., Pathan,A.",,Saudi Arabia,,,10/15/15,2015-10-15,"UNVERIFIED: Middle East respiratory syndrome-related coronavirus strain KASCTIGB2, partial genome",Middle East respiratory syndrome-related coronavirus
MH013216,2018-04-10T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,30118,complete,"Al Balwi,M., UdayaRaja G,K.",,Saudi Arabia,Homo sapiens,,10/15/15,2015-10-15,"Middle East respiratory syndrome-related coronavirus strain HCoV-EMC, complete genome",Middle East respiratory syndrome-related coronavirus
MN481982,2020-05-01T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,29918,partial,"Schroeder,S., Drosten,C., Corman,V.M., Muth,D., Muller,M.A.",,Saudi Arabia,Homo sapiens,,2015-11,2015-11-15,"Middle East respiratory syndrome-related coronavirus isolate Riyadh_1760_2015, partial genome",Middle East respiratory syndrome-related coronavirus
MN481983,2020-05-01T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,29918,partial,"Schroeder,S., Drosten,C., Corman,V.M., Muth,D., Muller,M.A.",,Saudi Arabia,Homo sapiens,,2015-11,2015-11-15,"Middle East respiratory syndrome-related coronavirus isolate Riyadh_1758_2015, partial genome",Middle East respiratory syndrome-related coronavirus
MN481984,2020-05-01T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Coronaviridae,29918,partial,"Schroeder,S., Drosten,C., Corman,V.M., Muth,D., Muller,M.A.",,Saudi Arabia,Homo sapiens,,2015-11,2015-11-15,"Middle East respiratory syndrome-related coronavirus isolate Riyadh_1757_2015, partial genome",Middle East respiratory syndrome-related coronavirus
